event_id,match_id,team,event_team,event_time,event_type,action_player_1,action_player_2
392,1,Japan,home, 45' ,Substitution, Kaoru Mitoma , Yuto Nagatomo 
393,1,Japan,home, 48' ,Goal, Ritsu Dōan , Junya Ito 
394,1,Japan,home, 51' ,Goal, Ao Tanaka , Kaoru Mitoma 
395,1,Spain,away, 57' ,Substitution, Ferran Torres , Nico Williams 
396,1,Spain,away, 57' ,Substitution, Marco Asensio , Álvaro Morata 
397,1,Japan,home, 62' ,Substitution, Takuma Asano , Daizen Maeda 
398,1,Spain,away, 68' ,Substitution, Ansu Fati , Gavi 
399,1,Spain,away, 68' ,Substitution, Jordi Alba , Alejandro Baldé 
400,1,Japan,home, 69' ,Substitution, Takehiro Tomiyasu , Daichi Kamada 
401,1,Japan,home, 87' ,Substitution, Wataru Endo , Ao Tanaka 
402,1,Germany,away, 10' ,Goal, Serge Gnabry , David Raum 
403,1,Costa Rica,home, 45' ,Substitution, Youstin Salas , Brandon Aguilera 
404,1,Germany,away, 45' ,Substitution, Lukas Klostermann , Leon Goretzka 
405,1,Germany,away, 55' ,Substitution, Niclas Füllkrug , Ilkay Gündoğan 
406,1,Costa Rica,home, 58' ,Goal, Yeltsin Tejeda ,
407,1,Germany,away, 66' ,Substitution, Kai Havertz , Thomas Müller 
408,1,Germany,away, 67' ,Substitution, Mario Götze , David Raum 
409,1,Costa Rica,home, 70' ,Goal, Juan Pablo Vargas ,
410,1,Germany,away, 73' ,Goal, Kai Havertz , Niclas Füllkrug 
411,1,Costa Rica,home, 74' ,Substitution, Rónald Matarrita , Johan Venegas 
412,1,Costa Rica,home, 74' ,Substitution, Jewison Bennette , Keysher Fuller 
413,1,Costa Rica,home, 76' ,Yellow card, Óscar Duarte ,
414,1,Germany,away, 85' ,Goal, Kai Havertz , Serge Gnabry 
415,1,Germany,away, 89' ,Goal, Niclas Füllkrug , Leroy Sané 
416,1,Costa Rica,home, 93' ,Substitution, Anthony Contreras , Bryan Oviedo 
417,1,Costa Rica,home, 93' ,Substitution, Roan Wilson , Yeltsin Tejeda 
418,1,Germany,away, 93' ,Substitution, Matthias Ginter , Niklas Süle 
419,1,Belgium,away, 45' ,Substitution, Romelu Lukaku , Dries Mertens 
420,1,Belgium,away, 59' ,Substitution, Thorgan Hazard , Leandro Trossard 
421,1,Croatia,home, 64' ,Substitution, Bruno Petković , Marko Livaja 
422,1,Croatia,home, 64' ,Substitution, Mario Pašalić , Andrej Kramarić 
423,1,Belgium,away, 66' ,Yellow card, Leander Dendoncker ,
424,1,Belgium,away, 72' ,Substitution, Jérémy Doku , Yannick Carrasco 
425,1,Belgium,away, 72' ,Substitution, Youri Tielemans , Leander Dendoncker 
426,1,Belgium,away, 87' ,Substitution, Eden Hazard , Thomas Meunier 
427,1,Croatia,home, 92' ,Substitution, Lovro Majer , Mateo Kovačić 
428,1,Morocco,away, 4' ,Goal, Hakim Ziyech ,
429,1,Canada,home, 7' ,Yellow card, Junior Hoilett ,
430,1,Morocco,away, 23' ,Goal, Youssef En-Nesyri , Achraf Hakimi 
431,1,Canada,home, 26' ,Yellow card, Jonathan Osorio ,
432,1,Canada,home, 40' ,Own goal, Nayef Aguerd , Own goal 
433,1,Canada,home, 47' ,Yellow card, Sam Adekugbe ,
434,1,Canada,home, 60' ,Substitution, Atiba Hutchinson , Mark-Anthony Kaye 
435,1,Canada,home, 60' ,Substitution, Jonathan David , Cyle Larin 
436,1,Canada,home, 61' ,Substitution, Ismaël Koné , Sam Adekugbe 
437,1,Morocco,away, 65' ,Substitution, Zakaria Aboukhlal , Sofiane Boufal 
438,1,Morocco,away, 65' ,Substitution, Selim Amallah , Abdelhamid Sabiri 
439,1,Canada,home, 65' ,Substitution, Richie Laryea , Jonathan Osorio 
440,1,Morocco,away, 76' ,Substitution, Abderrazak Hamdallah , Hakim Ziyech 
441,1,Canada,home, 76' ,Substitution, David Wotherspoon , Junior Hoilett 
442,1,Morocco,away, 77' ,Substitution, Jawad El Yamiq , Azzedine Ounahi 
443,1,Canada,home, 84' ,Yellow card, Steven Vitória ,
444,1,Morocco,away, 85' ,Substitution, Yahya Jabrane , Achraf Hakimi 
445,1,Mexico,away, 16' ,Yellow card, Edson Álvarez ,
446,1,Saudi Arabia,home, 28' ,Yellow card, Saleh Al-Shehri ,
447,1,Saudi Arabia,home, 34' ,Yellow card, Ali Al-Hassan ,
448,1,Saudi Arabia,home, 37' ,Substitution, Riyadh Sharahili , Ali Al-Bulaihi 
449,1,Mexico,away, 45' ,Substitution, Uriel Antuna , Alexis Vega 
450,1,Saudi Arabia,home, 45' ,Substitution, Abdullah Madu , Ali Al-Hassan 
451,1,Mexico,away, 47' ,Goal, Henry Martín , César Montes 
452,1,Mexico,away, 52' ,Goal, Luis Chávez ,
453,1,Saudi Arabia,home, 52' ,Yellow card, Hassan Al-Tambakti ,
454,1,Saudi Arabia,home, 62' ,Substitution, Abdulrahman Al-Aboud , Saleh Al-Shehri 
455,1,Mexico,away, 77' ,Substitution, Carlos Rodríguez , Orbelín Pineda 
456,1,Mexico,away, 77' ,Substitution, Raúl Jiménez , Henry Martín 
457,1,Saudi Arabia,home, 81' ,Yellow card, Abdullah Madu ,
458,1,Mexico,away, 86' ,Substitution, Kevin Álvarez , Jorge Sánchez 
459,1,Mexico,away, 86' ,Substitution, Rogelio Funes Mori , Edson Álvarez 
460,1,Saudi Arabia,home, 88' ,Substitution, Hattan Bahebri , Sultan Al-Ghanam 
461,1,Saudi Arabia,home, 91' ,Yellow card, Abdulelah Al-Amri ,
462,1,Saudi Arabia,home, 95' ,Goal, Salem Al-Dawsari , Hattan Bahebri 
463,1,Saudi Arabia,home, 97' ,Yellow card, Hattan Bahebri ,
464,1,Argentina,away, 39' ,Missed penalty, Lionel Messi , Missed penalty 
465,1,Poland,home, 45' ,Substitution, Michał Skóraś , Karol Świderski 
466,1,Poland,home, 45' ,Substitution, Jakub Kamiński , Przemysław Frankowski 
467,1,Argentina,away, 46' ,Goal, Alexis Mac Allister , Nahuel Molina 
468,1,Argentina,away, 49' ,Yellow card, Marcos Acuña ,
469,1,Argentina,away, 59' ,Substitution, Leandro Paredes , Ángel Di María 
470,1,Argentina,away, 59' ,Substitution, Nicolás Tagliafico , Marcos Acuña 
471,1,Poland,home, 62' ,Substitution, Damian Szymański , Krystian Bielik 
472,1,Argentina,away, 67' ,Goal, Julián Álvarez , Enzo Fernández 
473,1,Poland,home, 72' ,Substitution, Artur Jędrzejczyk , Bartosz Bereszyński 
474,1,Poland,home, 78' ,Yellow card, Grzegorz Krychowiak ,
475,1,Argentina,away, 79' ,Substitution, Lautaro Martínez , Julián Álvarez 
476,1,Argentina,away, 79' ,Substitution, Germán Pezzella , Enzo Fernández 
477,1,Poland,home, 83' ,Substitution, Krzysztof Piątek , Grzegorz Krychowiak 
478,1,Argentina,away, 84' ,Substitution, Thiago Almada , Alexis Mac Allister 
479,1,Tunisia,home, 28' ,Yellow card, Wajdi Kechrida ,
480,1,Tunisia,home, 58' ,Goal, Wahbi Khazri , Aïssa Laïdouni 
481,1,Tunisia,home, 60' ,Substitution, Issam Jebali , Wahbi Khazri 
482,1,France,away, 63' ,Substitution, William Saliba , Raphaël Varane 
483,1,France,away, 63' ,Substitution, Kylian Mbappé , Kingsley Coman 
484,1,France,away, 63' ,Substitution, Adrien Rabiot , Jordan Veretout 
485,1,France,away, 73' ,Substitution, Antoine Griezmann , Youssouf Fofana 
486,1,Tunisia,home, 74' ,Substitution, Ghailene Chaalali , Mohamed Ali Ben Romdhane 
487,1,France,away, 79' ,Substitution, Ousmane Dembélé , Matteo Guendouzi 
488,1,Tunisia,home, 83' ,Substitution, Ali Abdi , Anis Ben Slimane 
489,1,France,away, 100' ,Disallowed goal,Disallowed goal,
490,1,Australia,home, 4' ,Yellow card, Aziz Behich ,
491,1,Australia,home, 45' ,Substitution, Keanu Baccus , Craig Goodwin 
492,1,Denmark,away, 45' ,Substitution, Alexander Bah , Rasmus Kristensen 
493,1,Australia,home, 57' ,Yellow card, Miloš Degenek ,
494,1,Denmark,away, 59' ,Substitution, Kasper Dolberg , Martin Braithwaite 
495,1,Denmark,away, 59' ,Substitution, Mikkel Damsgaard , Mathias Jensen 
496,1,Australia,home, 60' ,Goal, Mathew Leckie , Riley McGree 
497,1,Denmark,away, 69' ,Substitution, Robert Skov , Andreas Skov Olsen 
498,1,Denmark,away, 70' ,Substitution, Andreas Cornelius , Joakim Mæhle 
499,1,Australia,home, 74' ,Substitution, Bailey Wright , Riley McGree 
500,1,Denmark,away, 75' ,Yellow card, Robert Skov ,
501,1,Australia,home, 82' ,Substitution, Jamie Maclaren , Mitchell Duke 
502,1,Australia,home, 89' ,Substitution, Ajdin Hrustić , Mathew Leckie 
503,1,USA,away, 38' ,Goal, Christian Pulisic , Sergiño Dest 
504,1,USA,away, 43' ,Yellow card, Tyler Adams ,
505,1,Iran,home, 48' ,Substitution, Ali Karimi , Milad Mohammadi 
506,1,USA,away, 45' ,Substitution, Brenden Aaronson , Christian Pulisic 
507,1,Iran,home, 45' ,Substitution, Saman Ghoddos , Sardar Azmoun 
508,1,USA,away, 65' ,Substitution, Kellyn Acosta , Weston McKennie 
509,1,Iran,home, 71' ,Substitution, Mehdi Torabi , Ahmad Nourollahi 
510,1,Iran,home, 72' ,Substitution, Abolfazl Jalali , Ehsan Hajsafi 
511,1,Iran,home, 77' ,Yellow card, Majid Hosseini ,
512,1,USA,away, 77' ,Substitution, Haji Wright , Josh Sargent 
513,1,Iran,home, 78' ,Substitution, Karim Ansarifard , Ali Gholizadeh 
514,1,USA,away, 82' ,Substitution, Shaq Moore , Sergiño Dest 
515,1,USA,away, 82' ,Substitution, Walker Zimmerman , Tim Weah 
516,1,Iran,home, 83' ,Yellow card, Hossein Kanani ,
517,1,Iran,home, 96' ,Yellow card, Abolfazl Jalali ,
518,1,Wales,home, 29' ,Yellow card, Daniel James ,
519,1,Wales,home, 36' ,Substitution, Connor Roberts , Neco Williams 
520,1,Wales,home, 45' ,Substitution, Brennan Johnson , Gareth Bale 
521,1,England,away, 50' ,Goal, Marcus Rashford ,
522,1,England,away, 51' ,Goal, Phil Foden , Harry Kane 
523,1,England,away, 57' ,Substitution, Trent Alexander-Arnold , Kyle Walker 
524,1,England,away, 58' ,Substitution, Callum Wilson , Harry Kane 
525,1,England,away, 58' ,Substitution, Kalvin Phillips , Declan Rice 
526,1,Wales,home, 59' ,Substitution, Joe Morrell , Ben Davies 
527,1,Wales,home, 61' ,Yellow card, Aaron Ramsey ,
528,1,England,away, 65' ,Substitution, Kieran Trippier , Luke Shaw 
529,1,England,away, 68' ,Goal, Marcus Rashford , Kalvin Phillips 
530,1,England,away, 76' ,Substitution, Jack Grealish , Marcus Rashford 
531,1,Wales,home, 77' ,Substitution, Harry Wilson , Daniel James 
532,1,Wales,home, 81' ,Substitution, Rubin Colwill , Joe Allen 
533,1,Netherlands,home, 26' ,Goal, Cody Gakpo , Davy Klaassen 
534,1,Netherlands,home, 49' ,Goal, Frenkie de Jong ,
535,1,Netherlands,home, 52' ,Yellow card, Nathan Aké ,
536,1,Qatar,away, 64' ,Substitution, Karim Boudiaf , Assim Madibo 
537,1,Qatar,away, 64' ,Substitution, Mohammed Muntari , Almoez Ali 
538,1,Qatar,away, 64' ,Substitution, Ali Assadalla , Hassan Al Haydos 
539,1,Netherlands,home, 66' ,Substitution, Steven Berghuis , Davy Klaassen 
540,1,Netherlands,home, 66' ,Substitution, Vincent Janssen , Memphis 
541,1,Netherlands,home, 68' ,Disallowed goal,Disallowed goal,
542,1,Netherlands,home, 83' ,Substitution, Teun Koopmeiners , Marten de Roon 
543,1,Netherlands,home, 83' ,Substitution, Wout Weghorst , Cody Gakpo 
544,1,Qatar,away, 85' ,Substitution, Ahmed Alaaeldin , Abdulaziz Hatem 
545,1,Qatar,away, 85' ,Substitution, Musaab Khidir , Ismail Mohammad 
546,1,Netherlands,home, 86' ,Substitution, Kenneth Taylor , Frenkie de Jong 
547,1,Senegal,away, 44' ,Penalty, Ismaïla Sarr , Penalty 
548,1,Ecuador,home, 45' ,Substitution, Jeremy Sarmiento , Alan Franco 
549,1,Ecuador,home, 45' ,Substitution, José Cifuentes , Carlos Gruezo 
550,1,Ecuador,home, 64' ,Substitution, Djorkaeff Reasco , Michael Estrada 
551,1,Senegal,away, 66' ,Yellow card, Idrissa Gueye ,
552,1,Ecuador,home, 67' ,Goal, Moisés Caicedo , Félix Torres 
553,1,Senegal,away, 70' ,Goal, Kalidou Koulibaly ,
554,1,Senegal,away, 74' ,Substitution, Nampalys Mendy , Pathé Ciss 
555,1,Senegal,away, 75' ,Substitution, Bamba Dieng , Iliman Ndiaye 
556,1,Ecuador,home, 85' ,Substitution, Jackson Porozo , Ángelo Preciado 
557,1,Senegal,away, 95' ,Substitution, Pape Abou Cissé , Boulaye Dia 
558,1,Uruguay,away, 6' ,Yellow card, Rodrigo Bentancur ,
559,1,Portugal,home, 38' ,Yellow card, Rúben Neves ,
560,1,Portugal,home, 42' ,Substitution, Raphaël Guerreiro , Nuno Mendes 
561,1,Uruguay,away, 44' ,Yellow card, Mathías Olivera ,
562,1,Portugal,home, 54' ,Goal, Bruno Fernandes , Raphaël Guerreiro 
563,1,Uruguay,away, 62' ,Substitution, Giorgian de Arrascaeta , Matías Vecino 
564,1,Uruguay,away, 62' ,Substitution, Facundo Pellistri , Diego Godín 
565,1,Portugal,home, 69' ,Substitution, Rafael Leão , Rúben Neves 
566,1,Uruguay,away, 72' ,Substitution, Maxi Gómez , Darwin Núñez 
567,1,Uruguay,away, 73' ,Substitution, Luis Suárez , Edinson Cavani 
568,1,Portugal,home, 77' ,Yellow card, João Félix ,
569,1,Portugal,home, 82' ,Substitution, Matheus Nunes , João Félix 
570,1,Portugal,home, 82' ,Substitution, Gonçalo Ramos , Cristiano Ronaldo 
571,1,Portugal,home, 82' ,Substitution, João Palhinha , William Carvalho 
572,1,Uruguay,away, 86' ,Substitution, Matías Viña , Mathías Olivera 
573,1,Portugal,home, 89' ,Yellow card, Rúben Dias ,
574,1,Portugal,home, 93' ,Penalty, Bruno Fernandes , Penalty 
575,1,Brazil,home, 45' ,Substitution, Rodrygo , Lucas Paquetá 
576,1,Switzerland,away, 50' ,Yellow card, Fabian Rieder ,
577,1,Brazil,home, 52' ,Yellow card, Fred ,
578,1,Brazil,home, 58' ,Substitution, Bruno Guimarães , Fred 
579,1,Switzerland,away, 59' ,Substitution, Edimilson Fernandes , Ruben Vargas 
580,1,Switzerland,away, 59' ,Substitution, Renato Steffen , Fabian Rieder 
581,1,Brazil,home, 65' ,Disallowed goal,Disallowed goal,
582,1,Brazil,home, 73' ,Substitution, Gabriel Jesus , Richarlison 
583,1,Brazil,home, 73' ,Substitution, Antony , Raphinha 
584,1,Switzerland,away, 76' ,Substitution, Michel Aebischer , Djibril Sow 
585,1,Switzerland,away, 76' ,Substitution, Haris Seferovic , Breel Embolo 
586,1,Brazil,home, 83' ,Goal, Casemiro , Rodrygo 
587,1,Switzerland,away, 86' ,Substitution, Fabian Frei , Silvan Widmer 
588,1,Brazil,home, 86' ,Substitution, Alex Telles , Alex Sandro 
589,1,Ghana,away, 21' ,Yellow card, Daniel Amartey ,
590,1,Ghana,away, 24' ,Goal, Mohammed Salisu ,
591,1,South Korea,home, 27' ,Yellow card, Jung Woo-young ,
592,1,Ghana,away, 34' ,Goal, Mohammed Kudus , Jordan Ayew 
593,1,South Korea,home, 45' ,Substitution, Na Sang-ho , Jeong Woo-yeong 
594,1,South Korea,home, 57' ,Substitution, Lee Kang-in , Kwon Chang-hoon 
595,1,South Korea,home, 58' ,Goal, Cho Gue-sung , Lee Kang-in 
596,1,South Korea,home, 61' ,Goal, Cho Gue-sung , Kim Jin-su 
597,1,Ghana,away, 68' ,Goal, Mohammed Kudus , Iñaki Williams 
598,1,Ghana,away, 73' ,Yellow card, Tariq Lamptey ,
599,1,South Korea,home, 77' ,Yellow card, Kim Young-gwon ,
600,1,Ghana,away, 78' ,Substitution, Daniel-Kofi Kyereh , André Ayew 
601,1,Ghana,away, 78' ,Substitution, Denis Odoi , Tariq Lamptey 
602,1,Ghana,away, 78' ,Substitution, Kamaldeen Sulemana , Jordan Ayew 
603,1,South Korea,home, 79' ,Substitution, Hwang Ui-jo , Jung Woo-young 
604,1,Ghana,away, 83' ,Substitution, Alexander Djiku , Mohammed Kudus 
605,1,Ghana,away, 88' ,Substitution, Baba Rahman , Gideon Mensah 
606,1,South Korea,home, 92' ,Substitution, Kwon Kyung-won , Kim Min-jae 
607,1,Cameroon,home, 24' ,Yellow card, Nicolas Nkoulou ,
608,1,Cameroon,home, 29' ,Goal, Jean-Charles Castelletto ,
609,1,Cameroon,home, 30' ,Yellow card, Christian Bassogog ,
610,1,Serbia,away, 46' ,Goal, Strahinja Pavlović , Dušan Tadić 
611,1,Serbia,away, 48' ,Goal, Sergej Milinković-Savić , Andrija Živković 
612,1,Serbia,away, 49' ,Yellow card, Luka Jović ,
613,1,Serbia,away, 53' ,Goal, Aleksandar Mitrović , Andrija Živković 
614,1,Cameroon,home, 55' ,Substitution, Vincent Aboubakar , Martin Hongla 
615,1,Serbia,away, 56' ,Substitution, Stefan Mitrović , Strahinja Pavlović 
616,1,Cameroon,home, 63' ,Goal, Vincent Aboubakar , Jean-Charles Castelletto 
617,1,Cameroon,home, 66' ,Goal, Eric Maxim Choupo-Moting , Vincent Aboubakar 
618,1,Cameroon,home, 67' ,Substitution, Gaël Ondoua , Pierre Kunde 
619,1,Cameroon,home, 67' ,Substitution, Christian Bassogog , Karl Toko Ekambi 
620,1,Serbia,away, 78' ,Substitution, Srđan Babić , Milos Veljkovic 
621,1,Serbia,away, 78' ,Substitution, Nemanja Radonjić , Andrija Živković 
622,1,Serbia,away, 79' ,Substitution, Marko Grujić , Sergej Milinković-Savić 
623,1,Cameroon,home, 81' ,Substitution, Samuel Oum Gouet , André-Frank Zambo Anguissa 
624,1,Cameroon,home, 81' ,Substitution, Georges-Kévin Nkoudou , Bryan Mbeumo 
625,1,Serbia,away, 92' ,Substitution, Filip Đuričić , Filip Kostić 
626,1,Serbia,away, 93' ,Yellow card, Nikola Milenković ,
627,1,Germany,away, 37' ,Yellow card, Thilo Kehrer ,
628,1,Germany,away, 39' ,Disallowed goal,Disallowed goal,
629,1,Spain,home, 44' ,Yellow card, Sergio Busquets ,
630,1,Spain,home, 54' ,Substitution, Álvaro Morata , Ferran Torres 
631,1,Germany,away, 58' ,Yellow card, Leon Goretzka ,
632,1,Germany,away, 60' ,Yellow card, Joshua Kimmich ,
633,1,Spain,home, 62' ,Goal, Álvaro Morata , Jordi Alba 
634,1,Spain,home, 66' ,Substitution, Koke , Marco Asensio 
635,1,Spain,home, 66' ,Substitution, Nico Williams , Gavi 
636,1,Germany,away, 70' ,Substitution, Leroy Sané , Ilkay Gündoğan 
637,1,Germany,away, 70' ,Substitution, Niclas Füllkrug , Thomas Müller 
638,1,Germany,away, 70' ,Substitution, Lukas Klostermann , Thilo Kehrer 
639,1,Spain,home, 82' ,Substitution, Alejandro Baldé , Jordi Alba 
640,1,Germany,away, 83' ,Goal, Niclas Füllkrug , Jamal Musiala 
641,1,Germany,away, 85' ,Substitution, Jonas Hofmann , Serge Gnabry 
642,1,Germany,away, 87' ,Substitution, Nico Schlotterbeck , David Raum 
643,1,Canada,away, 2' ,Goal, Alphonso Davies , Tajon Buchanan 
644,1,Croatia,home, 36' ,Goal, Andrej Kramarić , Ivan Perišić 
645,1,Croatia,home, 44' ,Goal, Marko Livaja , Josip Juranović 
646,1,Canada,away, 45' ,Substitution, Ismaël Koné , Stephen Eustáquio 
647,1,Canada,away, 45' ,Substitution, Jonathan Osorio , Cyle Larin 
648,1,Canada,away, 52' ,Yellow card, Tajon Buchanan ,
649,1,Croatia,home, 56' ,Yellow card, Dejan Lovren ,
650,1,Croatia,home, 60' ,Substitution, Bruno Petković , Marko Livaja 
651,1,Canada,away, 62' ,Substitution, Junior Hoilett , Richie Laryea 
652,1,Croatia,home, 70' ,Goal, Andrej Kramarić , Ivan Perišić 
653,1,Canada,away, 72' ,Substitution, Lucas Cavallini , Jonathan David 
654,1,Croatia,home, 73' ,Substitution, Nikola Vlašić , Andrej Kramarić 
655,1,Canada,away, 73' ,Substitution, Sam Adekugbe , Atiba Hutchinson 
656,1,Canada,away, 85' ,Yellow card, Kamal Miller ,
657,1,Croatia,home, 85' ,Yellow card, Luka Modrić ,
658,1,Croatia,home, 86' ,Substitution, Mislav Oršić , Ivan Perišić 
659,1,Croatia,home, 86' ,Substitution, Mario Pašalić , Luka Modrić 
660,1,Croatia,home, 86' ,Substitution, Lovro Majer , Mateo Kovačić 
661,1,Croatia,home, 94' ,Goal, Lovro Majer , Mislav Oršić 
662,1,Belgium,home, 28' ,Yellow card, Amadou Onana ,
663,1,Morocco,away, 47' ,Disallowed goal,Disallowed goal,
664,1,Belgium,home, 60' ,Substitution, Youri Tielemans , Amadou Onana 
665,1,Belgium,home, 60' ,Substitution, Dries Mertens , Eden Hazard 
666,1,Morocco,away, 67' ,Substitution, Yahia Attiyat Allah , Selim Amallah 
667,1,Morocco,away, 68' ,Substitution, Abdelhamid Sabiri , Achraf Hakimi 
668,1,Morocco,away, 73' ,Goal, Romain Saïss , Abdelhamid Sabiri 
669,1,Morocco,away, 73' ,Substitution, Zakaria Aboukhlal , Sofiane Boufal 
670,1,Morocco,away, 73' ,Substitution, Abderrazak Hamdallah , Youssef En-Nesyri 
671,1,Belgium,home, 75' ,Substitution, Leandro Trossard , Thorgan Hazard 
672,1,Belgium,home, 75' ,Substitution, Charles De Ketelaere , Michy Batshuayi 
673,1,Morocco,away, 78' ,Substitution, Jawad El Yamiq , Azzedine Ounahi 
674,1,Belgium,home, 81' ,Substitution, Romelu Lukaku , Thomas Meunier 
675,1,Morocco,away, 92' ,Goal, Zakaria Aboukhlal , Hakim Ziyech 
676,1,Morocco,away, 95' ,Yellow card, Abdelhamid Sabiri ,
677,1,Costa Rica,away, 41' ,Yellow card, Anthony Contreras ,
678,1,Japan,home, 44' ,Yellow card, Miki Yamane ,
679,1,Japan,home, 45' ,Substitution, Hiroki Ito , Yuto Nagatomo 
680,1,Japan,home, 45' ,Substitution, Takuma Asano , Ayase Ueda 
681,1,Costa Rica,away, 61' ,Yellow card, Celso Borges ,
682,1,Japan,home, 62' ,Substitution, Kaoru Mitoma , Miki Yamane 
683,1,Costa Rica,away, 65' ,Substitution, Brandon Aguilera , Gerson Torres 
684,1,Costa Rica,away, 65' ,Substitution, Jewison Bennette , Anthony Contreras 
685,1,Japan,home, 67' ,Substitution, Junya Ito , Ritsu Dōan 
686,1,Costa Rica,away, 70' ,Yellow card, Francisco Calvo ,
687,1,Costa Rica,away, 81' ,Goal, Keysher Fuller , Yeltsin Tejeda 
688,1,Japan,home, 82' ,Substitution, Takumi Minamino , Yuki Soma 
689,1,Japan,home, 84' ,Yellow card, Ko Itakura ,
690,1,Costa Rica,away, 89' ,Substitution, Youstin Salas , Celso Borges 
691,1,Japan,home, 93' ,Yellow card, Wataru Endo ,
692,1,Costa Rica,away, 95' ,Substitution, Daniel Chacón , Joel Campbell 
693,1,Mexico,away, 22' ,Yellow card, Néstor Araujo ,
694,1,Mexico,away, 42' ,Substitution, Érick Gutiérrez , Andrés Guardado 
695,1,Argentina,home, 43' ,Yellow card, Gonzalo Montiel ,
696,1,Mexico,away, 50' ,Yellow card, Érick Gutiérrez ,
697,1,Argentina,home, 57' ,Substitution, Enzo Fernández , Guido Rodríguez 
698,1,Argentina,home, 63' ,Substitution, Julián Álvarez , Lautaro Martínez 
699,1,Argentina,home, 63' ,Substitution, Nahuel Molina , Gonzalo Montiel 
700,1,Argentina,home, 64' ,Goal, Lionel Messi , Ángel Di María 
701,1,Mexico,away, 66' ,Substitution, Uriel Antuna , Alexis Vega 
702,1,Mexico,away, 66' ,Yellow card, Héctor Herrera ,
703,1,Mexico,away, 66' ,Substitution, Raúl Jiménez , Kevin Álvarez 
704,1,Argentina,home, 69' ,Substitution, Cristian Romero , Ángel Di María 
705,1,Argentina,home, 69' ,Substitution, Exequiel Palacios , Alexis Mac Allister 
706,1,Mexico,away, 73' ,Substitution, Roberto Alvarado , Hirving Lozano 
707,1,Argentina,home, 87' ,Goal, Enzo Fernández , Lionel Messi 
708,1,Mexico,away, 89' ,Yellow card, Roberto Alvarado ,
709,1,Denmark,away, 20' ,Yellow card, Andreas Christensen ,
710,1,Denmark,away, 23' ,Yellow card, Andreas Cornelius ,
711,1,France,home, 43' ,Yellow card, Jules Koundé ,
712,1,Denmark,away, 45' ,Substitution, Martin Braithwaite , Andreas Cornelius 
713,1,France,home, 61' ,Goal, Kylian Mbappé , Theo Hernandez 
714,1,France,home, 62' ,Substitution, Marcus Thuram , Olivier Giroud 
715,1,Denmark,away, 68' ,Goal, Andreas Christensen , Joachim Andersen 
716,1,Denmark,away, 73' ,Substitution, Kasper Dolberg , Mikkel Damsgaard 
717,1,France,home, 75' ,Substitution, Ibrahima Konaté , Raphaël Varane 
718,1,France,home, 75' ,Substitution, Kingsley Coman , Ousmane Dembélé 
719,1,Denmark,away, 85' ,Substitution, Christian Nørgaard , Jesper Lindstrøm 
720,1,France,home, 86' ,Goal, Kylian Mbappé , Antoine Griezmann 
721,1,Denmark,away, 92' ,Substitution, Alexander Bah , Rasmus Kristensen 
722,1,France,home, 93' ,Substitution, Youssouf Fofana , Antoine Griezmann 
723,1,Poland,home, 15' ,Yellow card, Jakub Kiwior ,
724,1,Poland,home, 16' ,Yellow card, Matty Cash ,
725,1,Poland,home, 19' ,Yellow card, Arek Milik ,
726,1,Saudi Arabia,away, 20' ,Yellow card, Abdulellah Al-Malki ,
727,1,Poland,home, 39' ,Goal, Piotr Zieliński , Robert Lewandowski 
728,1,Saudi Arabia,away, 46' ,Missed penalty, Salem Al-Dawsari , Missed penalty 
729,1,Saudi Arabia,away, 49' ,Yellow card, Abdulelah Al-Amri ,
730,1,Saudi Arabia,away, 45' ,Substitution, Nawaf Al-Abed , Sami Al-Najei 
731,1,Poland,home, 63' ,Substitution, Jakub Kamiński , Piotr Zieliński 
732,1,Saudi Arabia,away, 65' ,Substitution, Sultan Al-Ghanam , Mohammed Al-Breik 
733,1,Poland,home, 71' ,Substitution, Krzysztof Piątek , Arek Milik 
734,1,Poland,home, 82' ,Goal, Robert Lewandowski ,
735,1,Saudi Arabia,away, 85' ,Substitution, Abdulrahman Al-Aboud , Abdulellah Al-Malki 
736,1,Saudi Arabia,away, 86' ,Substitution, Nasser Al-Dawsari , Saleh Al-Shehri 
737,1,Saudi Arabia,away, 95' ,Substitution, Hattan Bahebri , Nawaf Al-Abed 
738,1,Australia,away, 23' ,Goal, Mitchell Duke ,
739,1,Tunisia,home, 26' ,Yellow card, Aïssa Laïdouni ,
740,1,Tunisia,home, 45' ,Substitution, Ferjani Sassi , Mohamed Dräger 
741,1,Australia,away, 64' ,Substitution, Jamie Maclaren , Mitchell Duke 
742,1,Australia,away, 64' ,Substitution, Ajdin Hrustić , Riley McGree 
743,1,Tunisia,home, 64' ,Yellow card, Ali Abdi ,
744,1,Tunisia,home, 67' ,Substitution, Wahbi Khazri , Aïssa Laïdouni 
745,1,Tunisia,home, 73' ,Substitution, Taha Yassine Khenissi , Issam Jebali 
746,1,Tunisia,home, 73' ,Substitution, Wajdi Kechrida , Dylan Bronn 
747,1,Australia,away, 75' ,Substitution, Miloš Degenek , Fran Karačić 
748,1,Australia,away, 85' ,Substitution, Awer Mabil , Craig Goodwin 
749,1,Australia,away, 85' ,Substitution, Keanu Baccus , Mathew Leckie 
750,1,Tunisia,home, 93' ,Yellow card, Ferjani Sassi ,
751,1,England,home, 68' ,Substitution, Jack Grealish , Raheem Sterling 
